loc,lastmodified,added_date
https://oriolonbass.itch.io/piano-sim/devlog/4463/2-octaves,,2026-09-24
https://oriolonbass.itch.io/piano-sim/devlog/4606/version-12-is-here,,2026-09-24
https://oriolonbass.itch.io/the-dungeon/devlog/40999/lets-make-it-even-harder-update,,2026-09-24
https://oriolonbass.itch.io/the-dungeon/devlog/41849/no-op-shotgun-anymore-update,,2026-09-24
https://oriolonbass.itch.io/racing-party/devlog/54394/v13-update,,2026-09-24
https://oriolonbass.itch.io/racing-party/devlog/54602/v14-beta-update,,2026-09-24
https://hodgepodgedl.itch.io/depravityquest64/devlog/512495/shemmys-quest-mini-devlog,,2026-09-24
https://hodgepodgedl.itch.io/depravityquest64/devlog/514458/shemmys-quest-easter-special-is-finally-uploaded,,2026-09-24
https://darkfairyrune.itch.io/cherrywood/devlog/663423/fixed-typos,,2026-09-24
https://darkfairyrune.itch.io/clickfest-in-space/devlog/665222/added-swf-for-potential-maclinux-support,,2026-09-24
https://darkfairyrune.itch.io/scattered-song/devlog/665223/added-swf-for-potential-maclinux-support,,2026-09-24
https://alxoid.itch.io/weird-lands/devlog/740938/small-update,,2026-09-24
https://gnomadgnomod.itch.io/gnomexgnome-dungeonxplatformer/devlog/749615/gnome-x-gnome-dungeon-x-platformer-v0240613formerly-gnomemania,,2026-09-24
https://oriolonbass.itch.io/lespanya-industrial/devlog/755516/beta-v03,,2026-09-24
https://gnomadgnomod.itch.io/gnomexgnome-dungeonxplatformer/devlog/783847/gnome-x-gnome-dungeon-x-platformer-v0240818formerly-gnomemania,,2026-09-24
https://oriolonbass.itch.io/lespanya-industrial/devlog/801730/windows-vr,,2026-09-24
https://lone-legend.itch.io/the-hive-of-the-mindlashers/devlog/826526/balancing-tweaks,,2026-09-24
https://lone-legend.itch.io/the-hive-of-the-mindlashers/devlog/827795/fixed-typos,,2026-09-24
https://thegamedevraccoon.itch.io/superawesomeproject/devlog/905754/fixes-and-new-feature,,2026-09-24
https://darkfairyrune.itch.io/cyberpunk-stealth/devlog/991458/sigh-added-usage-policy,,2026-09-24
https://darkfairyrune.itch.io/fantasy-towns-music-pack/devlog/991459/sigh-added-usage-policy,,2026-09-24
https://darkfairyrune.itch.io/sci-fi-sfx-pack/devlog/991460/sigh-added-usage-policy,,2026-09-24
https://darkfairyrune.itch.io/ambient-puzzle/devlog/991461/sigh-added-usage-policy,,2026-09-24
https://darkfairyrune.itch.io/text-dialogue-sfx-pack/devlog/991463/sigh-added-usage-policy,,2026-09-24
https://hypnapse.itch.io/discord-ify/devlog/1035227/quick-patch-version-101,,2026-09-24
https://breakthecagetw.itch.io/playboy/devlog/1040044/post,,2026-09-24
https://breakthecagetw.itch.io/playboy/devlog/1040618/20,,2026-09-24
https://darkfairyrune.itch.io/x-yze/devlog/1059905/minor-update-v101,,2026-09-24
https://mirror-glass.itch.io/willow-the-whisperer/devlog/1061687/willow-the-whisperer-project-release,,2026-09-24
https://darkfairyrune.itch.io/x-yze/devlog/1061736/mac-m1-compatibility,,2026-09-24
https://darkfairyrune.itch.io/x-yze/devlog/1065213/dev-diary-composing-x-yze,,2026-09-24
https://rinnankanvas.itch.io/entitaslain/devlog/1068572/update-193,,2026-09-24
https://darkfairyrune.itch.io/x-yze/devlog/1070092/minor-update-v102-actually-kinda-big,,2026-09-24
https://darkfairyrune.itch.io/x-yze/devlog/1097796/dev-diary-designing-x-yze,,2026-09-24
https://dean-rickaby.itch.io/witchtime/devlog/1104427/godot-arc,,2026-09-24
https://hypnapse.itch.io/discord-ify/devlog/1110909/easier-than-ever-version-20,,2026-09-24
https://edmarciano.itch.io/echoes-of-destiny-prototype/devlog/1307476/my-first-game-mi-primer-juego,,2026-09-24
https://edmarciano.itch.io/echoes-of-destiny-prototype/devlog/1307498/guia-y-manual,,2026-09-24
https://edmarciano.itch.io/echoes-of-destiny-prototype/devlog/1309782/notas-de-la-version-02,,2026-09-24
https://edmarciano.itch.io/echoes-of-destiny-prototype/devlog/1309783/game-manual,,2026-09-24
https://edmarciano.itch.io/echoes-of-destiny-prototype/devlog/1316359/notas-de-la-versin-03,,2026-09-24
https://edmarciano.itch.io/echoes-of-destiny-prototype/devlog/1321699/notas-de-la-version-04,,2026-09-24
https://edmarciano.itch.io/echoes-of-destiny-prototype/devlog/1327805/notas-de-la-versin-05,,2026-09-24
https://prongamesinc.itch.io/indecent-souls/devlog/1341750/indecent-souls-a-dark-fantasy-souls-like,,2026-09-24
https://prongamesinc.itch.io/indecent-souls/devlog/1353220/new-update-indecent-souls-v02,,2026-09-24
https://hypnapse.itch.io/discord-ify/devlog/1379042/extended-gif-support-version-21,,2026-09-24
https://darktab.itch.io/gaming-empire/devlog/1443781/development-begun-gaming-empire,,2026-09-24
https://darktab.itch.io/gaming-empire/devlog/1449041/cool-features,,2026-09-24
https://darktab.itch.io/gaming-empire/devlog/1451981/demo-release,,2026-09-24
https://darktab.itch.io/gaming-empire/devlog/1452060/disclosure-on-ai-for-code,,2026-09-24
https://darktab.itch.io/gaming-empire/devlog/1452832/whats-in-demo-v02,,2026-09-24
https://prongamesinc.itch.io/indecent-souls/devlog/1465854/new-update-v03,,2026-09-24
https://snailhere10.itch.io/eating-food-simulator/devlog/1484926/10,,2026-09-24
https://snailhere10.itch.io/eating-food-simulator/devlog/1485068/v11-is-live,,2026-09-24
https://lc-esculapio.itch.io/capfregoli/devlog/1488699/atmosphere-evolution-from-default-to-psychological-horror-evoluo-atmosfrica,,2026-09-24
https://filework-games-developer.itch.io/rascal-zero/devlog/1493498/nueva-actualizacion,,2026-09-24
https://sprunkitop3500.itch.io/duaksprunkirealplayer1/devlog/1495475/sprunki,,2026-09-24
https://antoniopedrox.itch.io/be/devlog/1501572/balbrdia-evil,,2026-09-24
https://lone-legend.itch.io/gloam/devlog/1508429/the-gloam-pod-is-live,,2026-09-24
https://lone-legend.itch.io/gloam/devlog/1511914/patch-notes-v101,,2026-09-24
https://lone-legend.itch.io/gloam/devlog/1515867/patch-notes-v102,,2026-09-24
https://cardboarddev725.itch.io/battle-of-science/devlog/1516667/easy-update,,2026-09-24
https://blank-page-studios.itch.io/cheddar-maze/devlog/1519195/just-small-changes,,2026-09-24
https://axolotlcrash.itch.io/tinney-demo/devlog/1531449/desert-patch,,2026-09-24
https://axolotlcrash.itch.io/tinney-demo/devlog/1531450/desert-patch,,2026-09-24
https://antoniopedrox.itch.io/be/devlog/1543098/language-system,,2026-09-24
https://darktab.itch.io/gaming-empire/devlog/1549489/cancelled,,2026-09-24
https://unusual-technologies.itch.io/blaze-the-maze/devlog/1562725/blaze-the-maze-is-live-from-windows-95-to-websockets-a-14-year-journey,,2026-09-24
https://monapdx.itch.io/modular-markup-templates/devlog/1569006/4-free-new-templates-added,,2026-09-24
https://lone-legend.itch.io/gloam/devlog/1576425/103-patch-notes-print-ready-file,,2026-09-24
https://qanab.itch.io/dot-master-pro/devlog/1584987/dots-boxes-pro-edition-the-ultimate-tactical-brain-challenge-is-live,,2026-09-24
https://ohbruhber.itch.io/mobsters-vs-martians/devlog/1586813/introduction-to-the-game-me,,2026-09-24
https://lone-legend.itch.io/gloam/devlog/1588215/new-beautiful-character-sheet-added,,2026-09-24
https://kozadev.itch.io/benvo/devlog/1592887/the-beginning-of-a-new-era,,2026-09-24
https://kozadev.itch.io/benvo/devlog/1593540/bug-fixes,,2026-09-24
https://keyboardles.itch.io/the-sieged-tower-ascent/devlog/1597680/graphic-rework,,2026-09-24
https://pirner.itch.io/gears-and-golems/devlog/1603431/adding-ressource-gathering,,2026-09-24
https://wittlegoblin.itch.io/mantis1/devlog/1608809/mantis-reprintrehome,,2026-09-24
https://lone-legend.itch.io/thorpe/devlog/1619122/fixed-a-few-issues,,2026-09-24
https://egret0rchid.itch.io/butterfly-effect/devlog/1629746/inspiration,,2026-09-24
https://astraldeis.itch.io/bleak-valley-earlyaccess/devlog/1647770/260920-hotfix-10,,2026-09-24
https://m3lchi.itch.io/cheerleader-game-test/devlog/1648009/03-update,,2026-09-24
https://evangelinesoul.itch.io/the-tanner-sweet-house/devlog/1650060/big-news-english-translation-in-progress-v2-announcement,,2026-09-24
https://vuongtrankamerua.itch.io/tiem-banh-ba-min/devlog/1650826/chnh-bugs-thm-ui,,2026-09-24
https://dacdagger.itch.io/leeward-itchioversion/devlog/1651497/hello-everyone-leeward-news-2026-steam-launch,,2026-09-24
https://themysticsword.itch.io/telly-no-vision/devlog/1652390/05-demo-update,,2026-09-24
https://phantom-blake-interactive.itch.io/pixel-puzzle-paradox/devlog/1655461/android-version-is-available,,2026-09-24
https://zinklos.itch.io/gone-bonkers/devlog/1655706/minor-update,,2026-09-24
https://lone-legend.itch.io/the-hive-of-the-mindlashers/devlog/1656850/v15-patch-notes,,2026-09-24
https://rootwin-project.itch.io/rmigrator-beta-v1-21/devlog/1659166/r-migrator-update,,2026-09-24
https://czajuankenobi.itch.io/kazfall/devlog/1660332/kazfall-demo-going-live-september-23,,2026-09-24
https://amaxivermis.itch.io/an-ecospace-of-epochs/devlog/1663000/v020-update-changelog,,2026-09-24
https://cerebraladventures.itch.io/orken-v7-the-dodec-system/devlog/1663869/core-update-orken-v-7,,2026-09-24
https://nexora-entertainment.itch.io/awakening-eliseo-saga-origin-edition/devlog/1665132/notas-del-parche-version-100,,2026-09-24
https://aubrietarose.itch.io/the-butterfly-garden/devlog/1666502/build-013,,2026-09-24
https://noah-poteat.itch.io/untitled-t-rpg/devlog/1666683/dev-log-1-tactical-walking-sim,,2026-09-24
https://dexidecg.itch.io/midnightshrine/devlog/1667883/september-17-playtest-update-lantern-carry-and-scares,,2026-09-24
https://salmonrun.itch.io/heroes-university-h/devlog/1668195/update-0110-now-available-early,,2026-09-24
https://anthonymt.itch.io/misaki-to-issho-tomboy-girlfriend/devlog/1668229/ver-001,,2026-09-24
https://dimensiondevices.itch.io/phyzzy/devlog/1669029/v12-released,,2026-09-24
https://goldangelcorp.itch.io/tribal-sun/devlog/1669347/tribal-sun-in-development,,2026-09-24
https://nindo21.itch.io/spacegame/devlog/1670112/19092026-first-version,,2026-09-24
https://satsumadev.itch.io/godhunter/devlog/1670285/first-release-and-future-plans,,2026-09-24
https://pixelartmaterial.itch.io/fg19-modern-mystery-face-graphics-x50/devlog/1670489/fg19-modern-mystery-face-graphics-x50-is-complete,,2026-09-24
https://itch.io/blog/1670606/hue-quest-255-build-fix,,2026-09-24
https://wowperrodev.itch.io/geosphere/devlog/1670616/geosphere-devlog-2-sae-geek-fair,,2026-09-24
https://zombieschannel.itch.io/galaxy/devlog/1670696/galaxy-v050,,2026-09-24
https://simonfan12345.itch.io/sprunki-my-take/devlog/1670708/new-update,,2026-09-24
https://rootwin-project.itch.io/rmigrator-beta-v1-21/devlog/1670823/r-migrator-v12-update,,2026-09-24
https://otherchois.itch.io/cosmetics-tycoon-founders-dilemma/devlog/1670982/building-a-beauty-brand-one-difficult-decision-at-a-time-cosmetics-tycoon,,2026-09-24
https://n7-studios.itch.io/greyceratops/devlog/1671011/update-16,,2026-09-24
https://ryanpond.itch.io/doom-delivery/devlog/1671049/doom-delivery-my-first-3d-game-and-what-i-learned,,2026-09-24
https://aikidobonheiden.itch.io/dojo-scene/devlog/1671071/v70-5-persons-in-dojo-seiza,,2026-09-24
https://nindo21.itch.io/spacegame/devlog/1671133/20092026-update-1,,2026-09-24
https://working-penguins-games.itch.io/tales-from-the-dark-manor/devlog/1671493/demo-development-roadmap,,2026-09-24
https://ryanpond.itch.io/detour/devlog/1671506/day-1-from-zero-to-a-complete-ugly-prototype,,2026-09-24
https://kontryhel-interactive.itch.io/luka/devlog/1671885/update-056-new-camera-options-dynamic-centric-static,,2026-09-24
https://nikolaus-von-krutzelanke.itch.io/panzer-waffer/devlog/1671901/better-battle-ui-panzer-waffer-013,,2026-09-24
https://youssef-kinal.itch.io/kinal/devlog/1671972/kinal-official-android-release,,2026-09-24
https://nindo21.itch.io/spacegame/devlog/1671996/21092026-update-2,,2026-09-24
https://psxbgc.itch.io/gensounaisen/devlog/1672151/-gensou-naisen-scarlet-devil-mansion,,2026-09-24
https://bad-sheep-studios.itch.io/baked-to-deathchapter-2/devlog/1672156/update-on-the-thing-about-chapter-2,,2026-09-24
https://bad-sheep-studios.itch.io/baked-to-deathchapter-2/devlog/1672169/mini-leak,,2026-09-24
https://daniel-catdev.itch.io/fast-food-at-all-costs/devlog/1672209/update-01-economy-balance-bug-fixes,,2026-09-24
https://gegx.itch.io/monsters-bosses/devlog/1672294/v12-is-up-84-creatures-reworked-9-replaced-2-extras-in-the-zip,,2026-09-24
https://itch.io/blog/1672461/spooktober-2026-devlog-days-11-20,,2026-09-24
https://trislin.itch.io/pixel-lands-characters/devlog/1672475/v11-new-hairstyles-hair-colours-accessories,,2026-09-24
https://a-dank-joint.itch.io/dawn-of-the-rotten/devlog/1672624/dotr-online-beta-release,,2026-09-24
https://obedh.itch.io/superorbital/devlog/1672635/devlog-921-superorbital-v101-alpha-release,,2026-09-24
https://baronvonzoomie.itch.io/circuitmind/devlog/1672664/dev-diary-6-thinking-about-ui,,2026-09-24
https://studio-carmim.itch.io/ardent-flame-lucia-and-the-accursed-mist/devlog/1672703/responsive-gear-sprites-update-v042,,2026-09-24
https://shackhal.itch.io/minisprites/devlog/1672731/minisprites-is-released,,2026-09-24
https://red335.itch.io/pixelaoi/devlog/1672759/pixelaoi-v054-is-out-draw-together,,2026-09-24
https://cobaltrookworks.itch.io/recess-of-the-dead/devlog/1672816/iriss-guitar-and-a-bite-you-can-see-coming,,2026-09-24
https://brendan-underhilluxh.itch.io/orbitsimidle/devlog/1672836/save-system-main-menu-added-dynamic-multiplier-hotfix,,2026-09-24
https://lidovi.itch.io/verdant-veil/devlog/1672872/verdant-veil-devlog-1-introduction,,2026-09-24
https://paralerse.itch.io/paralerse/devlog/1672955/from-the-archive-05-v05-more-than-chess,,2026-09-24
https://paralerse.itch.io/paralerse/devlog/1672958/from-the-archive-06-v06-you-might-like-me-more-than-i-like-you,,2026-09-24
https://blank-page-studios.itch.io/cheddar-maze/devlog/1672998/new-main-menu-pretty-cool-things,,2026-09-24
https://ekishowhoukai.itch.io/laze-in-space-idle/devlog/1673001/v130,,2026-09-24
https://cardeiro-studio.itch.io/starter-kit-2d/devlog/1673006/starter-kit-2d-update,,2026-09-24
https://hotcatnip.itch.io/battlemaidens/devlog/1673020/battlemaidens-v077-supporter-build-mira-and-trixies-scene-continues,,2026-09-24
https://rootwin-project.itch.io/rmigrator-beta-v1-21/devlog/1673032/r-migrator-v121-mini-fix,,2026-09-24
https://hornbeep-studio.itch.io/jack-the-explorer/devlog/1673038/jack-the-explorer,,2026-09-24
https://nindo21.itch.io/spacegame/devlog/1673058/22092026-update-3,,2026-09-24
https://ryanpond.itch.io/detour/devlog/1673077/day-2-making-the-hud-disappear,,2026-09-24
https://carids.itch.io/lorewise/devlog/1673139/lorewise-018-places-and-zones,,2026-09-24
https://itch.io/blog/1673140/the-boogeyman-my-rant,,2026-09-24
https://cadaversgames.itch.io/nobody-lives-here/devlog/1673141/quick-fix-start-screen-issue-resolved,,2026-09-24
https://saucepticalfrost.itch.io/fnaf-echolocation-security-system/devlog/1673142/fnaf-ess-devlog-3,,2026-09-24
https://pixelnest.itch.io/cosmo-cargo/devlog/1673144/demo-update-0100,,2026-09-24
https://huntix.itch.io/huntix-test/devlog/1673145/update,,2026-09-24
https://vyuha.itch.io/unbound/devlog/1673146/unbound-v010-the-prologue-is-now-available,,2026-09-24
https://qzqstudio.itch.io/gtapt/devlog/1673147/every-boss-in-the-game-got-rebuilt,,2026-09-24
https://gamererjamey.itch.io/avenden/devlog/1673148/hello-first-devlog-,,2026-09-24
https://oddengine.itch.io/battlebottactics/devlog/1673150/battle-bot-tactics-is-now-available-on-itchio,,2026-09-24
https://icetraigh.itch.io/kilowatt-fmsim/devlog/1673151/update-build-074,,2026-09-24
https://ylvanaar.itch.io/wolf-bride/devlog/1673152/wolf-bride-autumn-has-launched,,2026-09-24
https://version-spot-games.itch.io/ritual/devlog/1673153/ritual-update-game-fixes,,2026-09-24
https://itch.io/blog/1673154/-cosmic-cocktails-devlog-working-on-the-ui-nsfw-comic-,,2026-09-24
https://greyfront.itch.io/the-art-of-battle/devlog/1673155/frederick-the-great-update,,2026-09-24
https://n2fat.itch.io/rogueweight-n2mod/devlog/1673156/post-your-ideas-here,,2026-09-24
https://viktorgudkov.itch.io/by-touch/devlog/1673157/version-11-a-new-creature-and-it-hears-you-sooner,,2026-09-24
https://zeitgames.itch.io/data-center-demolition/devlog/1673159/data-center-demolition-10-thoughts-and-potential-next-steps,,2026-09-24
https://gamingwitfame.itch.io/a-heros-quest/devlog/1673160/922-update,,2026-09-24
https://icemaan.itch.io/spaghetti-node-based-textures-for-aseprite/devlog/1673161/full-node-list,,2026-09-24
https://axilirate.itch.io/umipen/devlog/1673162/umipen-018-kritas-brush-engine-stacked-canvases-several-animations-reference-windows,,2026-09-24
https://unilabe-fr.itch.io/powerroutine/devlog/1673163/-powerroutine-15-is-here,,2026-09-24
https://tenderendra.itch.io/pushyblocky/devlog/1673164/update-1,,2026-09-24
https://unirion.itch.io/waifu-elements/devlog/1673165/v062-minor-update,,2026-09-24
https://bezty.itch.io/cupquake/devlog/1673166/introducing-cupquake,,2026-09-24
https://davesoft.itch.io/approximant/devlog/1673167/how-much-pre-structure-to-do,,2026-09-24
https://fbgtabletop.itch.io/the-phantom-lantern/devlog/1673168/the-phantom-lantern-the-fourth-installment-of-the-cryptid-hunters,,2026-09-24
https://sanctumpixel.itch.io/human-king-top-down-pixel-art-character-assets/devlog/1673169/update-v11-added-cloaks-to-all-king-colors,,2026-09-24
https://barely-games.itch.io/2d-pixel-quest-vol15-the-demons-domain/devlog/1673170/update-02-alternative-skins,,2026-09-24
https://glitchedwares.itch.io/lootlab/devlog/1673171/whats-next-for-lootlab-version-060-roadmap,,2026-09-24
https://syntaxflow.itch.io/pathraid/devlog/1673172/-pathraid-is-out-on-itchio-,,2026-09-24
https://misteruplay.itch.io/viroclipse/devlog/1673173/three-free-games-which-challenge-will-you-take-first,,2026-09-24
https://2d-creator.itch.io/urban-beekeeping-tycoon-psxvhs-edition/devlog/1673174/games,,2026-09-24
https://dragontycoon.itch.io/dragons-alpha/devlog/1673175/v052-events-extended,,2026-09-24
https://deletetheearth.itch.io/deletetheearth/devlog/1673176/new-geoguesser-minigame,,2026-09-24
https://vposingcherryjam.itch.io/strawberry-shortcake-evolution/devlog/1673178/its-been-2-years-in-development,,2026-09-24
https://coolchicken82.itch.io/afterthegoldenage/devlog/1673179/the-after-the-golden-age-demo-has-been-rebuilt-now-100-human-made,,2026-09-24
https://itch.io/blog/1673181/ive-made-a-full-serenity-sketch-app,,2026-09-24
https://meridianworlds.itch.io/iron-and-liberty/devlog/1673182/the-road-to-release-or-how-i-learned-to-stop-worrying-and-just-use-itch,,2026-09-24
https://gl4dr3x.itch.io/board-game-tycoon/devlog/1673183/044-living-costs-adjustment,,2026-09-24
https://johnsmith-gn.itch.io/girlsnite/devlog/1673184/the-first-battle-on-the-online-battle-field,,2026-09-24
https://ladymultiavatar.itch.io/runningwiththecircus/devlog/1673186/changed-pallinos-text-color,,2026-09-24
https://baffledengineer.itch.io/legion-breaker/devlog/1673188/v061-balance-tuning,,2026-09-24
https://laska-melvin.itch.io/dead-kingdom-vhs/devlog/1673189/the-tape-is-out-dead-kingdom-vhs-102,,2026-09-24
https://aceade90.itch.io/fomorian-company/devlog/1673190/fomorian-company-04-an-initial-campaign-and-fixed-upgrades,,2026-09-24
https://ussdev.itch.io/ultimate-sissy-simulator/devlog/1673192/ultimate-sissy-simulator-v200-a3,,2026-09-24
https://littleghost2021.itch.io/little-ghost/devlog/1673193/little-ghost-is-out-now,,2026-09-24
